EnglishProjectName,ProjectShortName,CS10FolderName,CS10FolderId
Express Pipeline Ltd. - Express Capacity Expansion Project- Line 40A,Express Pipeline Capacity Expansion,2020-01-09 - Application for the Express Capacity Expansion,3890568.0
Express Pipeline Ltd. on behalf of Express Pipeline Limited Partnership - Application for Leave to Sell of the Youngstown Substation to ATCO Electric Ltd,Express to Atco Sale - Youngstown Substation,2021-10-21 - Application for Leave to Sell the Youngstown Substation to ATCO Electric Ltd.,4157459.0
Express s. 58 application for construction of the Hardisty Terminal Tie-in,Express s. 58 application for construction of the ,ESIM Migration 1000038816,3142.0
"ExxonMobil s. 74(1)(d) abandonment application - Goldboro Gas Plant and 26"" Gathering Pipeline (ABANDONMENT HEARING) Sable Offshore (Reply argument submitted Feb 7, 2019)",Exxon-Mobil Abandonment ,ExxonMobil Canada Ltd.,327915.0
First Supplementary App for 2002,First Supplementary App for 2002,2002-05-30 First Supplementary Application for 2002 SCADA/Busisness Systems Communication Upgrade,205832.0
FIRST SUPPLEMENTARY APPLICATION YEAR 2001,FIRST SUPPLEMENTARY APPLICATION YEAR 2001,ESIM Migration 1000006342,1805.0
First Supplementary for 2004,First Supplementary for 2004,2004-04-27 - First Supplementary Application for 2004 - Cathotic Protection (Anode Installation) - Mackenzie and Norman Wells Stations,324232.0
Foothills Oil Pipe Line Ltd. Application for Approval of Reimbursement for Reclamation Obligations Related to the Decommissioning of the Leach Creek Segment,Leach Creek - Decommissioning Reimbursement,,3097201.0
Foothills Oil Pipe Line Ltd. Application for Approval of Reimbursement for Reclamation Obligations Related to the Decommissioning of the Leach Creek Segment,Foothill Reimbursement for Reclamation Obligations,2016-12-06 Application for Approval of Reimbursement for Reclamation Obligations related to the Decommissioning of the Leach Creek Segment,3097201.0
Foothills Pipe Lines (South B.C.) Ltd. - Foothills Zone 8 West Path Delivery 2023 Project,Foothills West Path 2023,,4081728.0
Foothills Pipe lines (South BC) Ltd. -  Zone 8 West Path Delivery 2022 Project,Foothills Zone 8 West Path Project,,3930851.0
Foothills Pipe Lines Ltd s. 58 application for Crane Lake Sales Meter Station Upgrade,Foothills Pipe Lines Ltd s. 58 application for Cra,2015-04-08 - Application for the Crane Lake Sales Meter Station Upgrade,2759165.0
Foothills Pipe Lines Ltd. application to construct and operate - Shaunavon Sales Meter Station,Shaunavon Sales Meter Station,2020-04-14 Application for the Shaunavon Sales Meter Station,3915209.0
Foothills Pipe Lines Ltd. s. 45 of OPR Decommissioning of Zone 8 Segment 2 Lateral Loop,Foothills Pipe Lines Ltd. s. 45 of OPR Decommissio,2015-09-25 - Application to Decommission a section of the Foothills Zone 8 Segment 2 lateral loop,2838223.0
Foothills Pipe Lines Ltd. s. 45.1 OPR application to decommission an approximately 276 meters (m) segment of the Foothills System,Foothills Pipeline Bone Creek Decomm.,,3690149.0
"Foothills s. 74.1 (a), (b) application for Transfer of Facilities and Related Approvals","Foothills s. 74.1 (a), (b) application for Transfe",ESIM Migration 1000043062,3336.0
Fort Nelson Mainline Replacement at Jackfish Creek,Fort Nelson Mainline Replacement at Jackfish Creek,2003-02-21 Application No. 3 for 2003 - Project U0591 Fort Nelson Mainline Replacement at Jackfish Creek,266591.0
"Forty Mile Gas Co-op Application to Abandon, Order XG-F73-4-98","Forty Mile Gas Co-op Application to Abandon, Order",2013-03-20 - Application for Abandonment of Board Order XG-F73-4-98 (MHW-003-2013),938884.0
Gear Energy Ltd. - Application to Deactivate Gas gathering Pipeline,Deactivate XG-W155-006-2014,2023-03-13 - Application to Deactivate Pipeline,4400291.0
Genesis and Nova Chemicals (Canada) Ltd s. 74(1)(a)and (b)and s. 21 to change ownership of Line 33,Transfer of Ownership of Pipeline 33,,3690361.0
Genesis Pipeline Canada - s. 58 application - On-Site Brine Pipeline Relocation Project,On-Site Brine Pipeline Relocation,,3562544.0
Genesis Pipeline Canada Ltd. s. 44 Deactivation Application for Pipeline 18,Genesis Pipeline Canada Ltd. s. 44 Deactivation Ap,2016-04-22 - Application to Deactivate Pipeline 18,2949369.0
Genesis Pipeline Canada Ltd. s.44 Deactivation Application for Pipeline 19,Genesis Pipeline Canada Ltd. s.44 Deactivation App,2016-04-22 - Application to Deactivate Pipeline 19,2949370.0
Genesis Pipeline Extension Project,Genesis Pipeline Extension Project,,793875.0
Germain Sales Meter Station,Germain Sales Meter Station,2012-03-09 - Application for the Germain Sales Meter Station,802292.0
Gething Source Water Pipeline,Gething Source Water Pipeline,2011-06-27 - Application for Gething Source Water Pipeline,699247.0
GH-2-2011 - NGTL Northwest Mainline Expansion Project,GH-2-2011 - NGTL Northwest Mainline Expansion Proj,2011-04-29 - Application for the Northwest Mainline Expansion (GH-2-2011),685859.0
Gibson West Connection and Pipe Rack at EPI,Gibson West Connection and Pipe Rack at EPI,2012-03-08 - Application for Gibson West Connections and Pipe Rack at EPI Hardisty Terminal Project,798198.0
"Glencoe s. 74.1(d) application to abandon North Reagan Pipeline, MO-9-2005",Glencoe s. 74.1(d) application to abandon North Re,,1053791.0
Glencoe s.44 OPR application for the Deactivation of the North Reagan pipeline.,Glencoe s.44 OPR application for the Deactivation ,ESIM Migration 1300009630,9630.0
Glenogle Energy Inc. and Enercapita Energy Inc. - Joint application for the Sale and Purchase of Boundary Lake Area pipeline located 10-18-87W6 to 10-13-086-13W6 (Order XG-004-1992 & XG-To97-34-2003) to Enercapita Energy Inc.,Transfer ownership of two sour gas pipelines,2017-02-07 Enercapita Energy Ltd and Glenogle application to change ownership,3211135.0
Gold Creek Compressor Station Unit B3 Addition,Gold Creek Compressor Station Unit B3 Addition,ESIM Migration 2000004405,4405.0
Golden Prairie Sales Meter Station,Golden Prairie Sales Meter Station,2012-10-05 - Application for the Golden Prairie Sales Meter Station,872518.0
Gordondale East Receipt Meter Station,Gordondale East Receipt Meter Station,2011-11-18 - Application for the Gordondale East Receipt Meter Station,764394.0
Groundbirch East Receipt Meter Station,Groundbirch East Receipt Meter Station,2012-01-13 - Application for the Groundbirch East Receipt Meter Station,783917.0
Groundbirch Pipeline Project,Groundbirch Pipeline Project,,555680.0
Hamelin Creek Meter Skid Decommissioning,Hamelin Creek Meter Skid Decommissioning,ESIM Migration 1300005469,5469.0
Hangingstone Sales Meter Station,Hangingstone Sales Meter Station,,861183.0
Hardisty Tank Terminal Part III - TransCanada Keystone Pipeline GP Ltd. Application for the Keystone Hardisty Tank Terminal (Project),Hardisty Tank Terminal Part III - TransCanada Keys,2012-05-18 - Application for the Keystone Hardisty Tank Terminal,819090.0
Hardisty Terminal Meter Manifold 150,Hardisty Terminal Meter Manifold 150,2010-06-25 – Application for Hardisty Terminal Meter Manifold 150,623943.0
Harmattan Straddle Plant Connections,Harmattan Straddle Plant Connections,2011-11-09 - Application for Harmattan Straddle Plant Connections,753531.0
Hidden Creek Upgrade Project,Hidden Creek Upgrade Project,2003-04-09 Re-Application for construction of the Hidden Creek Bridge upgrade - (Order XO-T004-35-2001 issued but expired),272919.0
Highway 43-32 Pipe Relocation Project,Highway 43-32 Pipe Relocation Project,2012-04-27 - Application for Highway 43-32 Pipe Relocation Project,814047.0
Horn River Project and Ekwan Pipeline Purchase,Horn River Project and Ekwan Pipeline Purchase,2010-02-19 – Application for the Horn River Project (GH-2-2010),601085.0
"Humberplex application pursuant to s. 112(1) of the NEB Act to undertake the grading work as requested at Lookout Walkwaylocated in Block 173 of Plan 65M3895, Vaughan, Ontario.",Humberplex application pursuant to s. 112(1) of th,ESIM Migration 1300008272,8272.0
Huntingdon application to install & Operate and vary Osoyoos Interconnect Facilities,Huntingdon application to install & Operate and va,2002-09-18 Install and Operate Osoyoos Interconnect Facilities,238360.0
"Husky Energy s.58 application for Repairs to the10"" Husky Synthetic Blend Crude Oil Pipeline",Husky Energy s.58 application for Repairs to the10,ESIM Migration 1000023638,2167.0
Husky Lateral Replacement,Husky Lateral Replacement,2010-11-10 - Application for the Decommissioning of 24 Inch Express Husky Lateral Pipeline,656842.0
"Husky Oil Limited, LBX Pipeline Ltd. and Husky Oil Operations Limited – Sections 74 and 21 applications to Transfer Ownership of the Border Pipeline System","Husky Oil Limited, LBX Pipeline Ltd. and Husky Oil",2016-04-06 - Application to Transfer Ownership of the Border Pipeline System,2939266.0
Husky Oil Ltd. s. 58 Application for Condensate Border Pipeline Project,Husky Oil Ltd. s. 58 Application for Condensate Bo,2015-07-17 - Application for the Condensate Border Pipeline,2804099.0
Husky Oil Operations Limited s. 44 Application to Deactivate the Marwayne Gathering System,Deactivate the Marwayne Gathering System,2016-09-28 - Application to Deactivate the Marwayne Gathering System Pipeline,3063869.0
"Husky Oil Operations Limited s.21, 74(1)(a) application to transfer ownership of the Northend Green Glades gas pipeline to Bow River Ltd.",Transfer Ownership Northend to Green Glades,,3715740.0
Husky oil Operations s. 74 .1 (d) application to abandon the Marsden Salt Water Injection Pipeline.,Husky oil Operations s. 74 .1 (d) application to a,2016-05-05 - Application for Leave to Abandon Marsden Salt Water Injection Pipeline - MHW-006-2016,2954926.0
Husky Oil s. 58 application for construction of the Rainbow Bivouac Gas Pipeline Loop,Husky Oil s. 58 application for construction of th,ESIM Migration 1000042600,3301.0
Husky Oil s. 58 application for the construction of the Esther Court Pipeline,Husky Oil s. 58 application for the construction o,ESIM Migration 1000041919,3240.0
Husky s. 74.1(d) application to abandon the Eyehill Pipeline,Husky s. 74.1(d) application to abandon the Eyehil,,2986001.0
"Hydro One application and Pre-filed Evidence pursuant to sections 45 and 58.27 of the National Energy Board Act to perform work on international power line J5D and facilities (“J5D Work”) in Windsor, Ontario.",Hydro One IPL Variance,2016-02-12 Application to Perform Work on International Power Line J5D,2926897.0
Hydro One Networks Inc- IPL J5D OPGW Upgrade Project -,Hydro One - IPL J5D OPGW Upgrade,,3915453.0
Hydro One Networks Inc. application to Perform Component Replacement Station Work at Lambton Transmission Station,Hydro One - Lambton Station Work,2020-12-08 - Application to Perform Component Replacement Station Work at Lambton Transmission Station Impacting International Power Lines L4D and L51D - EC-III-6 and EC-III-13,4017941.0
Hydro One Networks Inc. Application to Perform Component Replacement Station Work at St. Lawrence Transmission Station Impacting International Power Lines L33P and L34P - EC-11 and EC-18,Hydro One - St. Lawrence Station Work,2021-04-14 - Application to Perform Component Replacement Station Work at St. Lawrence Transmission Station Impacting International Power Lines L33P and L34P - EC-11 and EC-18,4084180.0
Hydro One Networks Inc. application to Perform IPL Circuit Rerouting at the Sarnia -Scott Transmission Station for IPL B3N.,Hydro One IPL B3N Sarnia-Scott Circuit Rerouting ,2022-02-24 - Application to Perform IPL Circuit Rerouting at the Sarnia -Scott Transmission Station for IPL B3N,4198447.0
"Hydro One Networks Inc. Application to perform upgrade and replacement work on IPLs PA27, BP76, PA301 and PA302 (EC-16) & (EC-III-20)","Upgrade and Replacement (PA27,BP76,PA301&PA302)",,3005672.0
Hydro One Networks Inc.’s Application to Remove Idle International Power Line BSH106,Hydro One Networks Inc.’s Application to Remove Id,,2812109.0
Hydro One Networks Inc.’s s. 45 and 58.27 application to Perform Upgrade and Replacement Work,Upgrade and Replacement Work IPL L4D and L51D,2016-11-25 Application to Perform Upgrade and Replacement Work Impacting IPL L4D and L51D - EC-II-6 and EC-III-13,3097187.0
Hydro-One Networks application to Perform Protections and Controls Upgrade Work Impacting IPL L4D and L51D - EC-II-6 and EC-III-13,Upgrade Work on L4D and L51D,2018-02-22 Application to Perform Protections and Controls Upgrade Work Impacting IPL L4D and L51D - EC-III-6 and EC-III-13,3422594.0
Hydro-Québec TransÉnergie application notification - Appalaches–Maine International Power Line Project,HQT Appalaches-Maine,,3828338.0
Hydro-Québec TransÉnergie s.58.11 Application for the construction and operation of IPL for the Quebec- New Hampshire Interconnection Project.,Qc-New Hampshire / Qc-New England,,3189144.0
Ikkuma Resources Corp s. 69 name change application to Pieridae Alberta Production Ltd.,Name Change to Pierdae,,3875124.0
"Imperial Oil Resources s. 21 application to append the Boundary Lake 10"" oil effluent pipeline file.",Imperial Oil Resources s. 21 application to append,ESIM Migration 1300008499,8499.0
"Imperial Oil s. 58 application for the operation of a freshwater pipeline at Boundary Lake, BC.",Imperial Oil s. 58 application for the operation o,ESIM Migration 1300008476,8476.0
Implementation of Financial Resource Requirements,Financial Resource Requirements ,Financial Resource Requirements,2935275.0
"In order to promote public safety and protection of the environment, the Board orders TransCanada to reduce its maximum operating pressure on the 25 unpiggable pipelines previously identified by TransCanada to have the highest risk to people and the envir",NGTL Unpiggable Order - Waterton Lateral ,,
"In order to promote public safety and protection of the environment, the Board orders TransCanada to reduce its maximum operating pressure on the 25 unpiggable pipelines previously identified by TransCanada to have the highest risk to people and the envir",In order to promote public safety and protection o,ESIM Migration 1300008291,8291.0
Incidents at Norman Wells production facility,Incidents at Norman Wells production facility,,
Install a Sales Tap in Sundre Section of Zone 7,Install a Sales Tap in Sundre Section of Zone 7,2002-11-20 Application to Install a Sales Tap in Sundre Section of Zone 7,247843.0
