Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,What Happened,Why It Happened
INC2013-103,Release of Substance,07/02/2013,Waasis,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.828977,-66.578676,0.0001,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,"Engineering and Planning, Inadequate Procurement"
INC2013-104,Release of Substance,07/03/2013,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.653959,-111.268469,1.5900,Crude Oil - Sweet,Liquid,No,2013,"External Interference, Incorrect Operation","Human Factors, Inadequate Supervision"
INC2013-107,Release of Substance,07/08/2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.29782,-113.69498,Not Provided,Natural Gas - Sweet,Gas,No,2013,Defect and Deterioration,Engineering and Planning
INC2013-110,"Fire, Release of Substance",07/05/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,20500.0000,Natural Gas - Sour,Gas,Yes,2013,Incorrect Operation,"Engineering and Planning, Maintenance"
INC2013-111,Release of Substance,07/12/2013,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.9627,-66.6432,0.0001,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,"Engineering and Planning, Inadequate Procurement"
INC2013-112,Release of Substance,07/17/2013,Ile des Chênes,Manitoba,TransCanada PipeLines Limited,Closed,49.720115,-96.983862,1.9000,Lube Oil,Liquid,No,2013,"Corrosion and Cracking, Incorrect Operation","Engineering and Planning, Maintenance"
INC2013-113,Release of Substance,07/22/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.865344,-109.026045,Not Provided,Natural Gas Liquids,Gas,No,2013,Equipment Failure,Maintenance
INC2013-114,Release of Substance,07/24/2013,Coaldale,Alberta,NOVA Gas Transmission Ltd.,Closed,49.634728,-112.476416,Not Provided,Natural Gas - Sweet,Gas,No,2013,Defect and Deterioration,Engineering and Planning
INC2013-115,Operation Beyond Design Limits,07/24/2013,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.943843,-122.074441,Not Applicable,Not Applicable,Not Applicable,No,2013,Incorrect Operation,Standards and Procedures
INC2013-117,Fire,07/25/2013,Not specified,Alberta,Kinder Morgan Cochin ULC,Closed,53.499634,-112.081524,Not Applicable,Not Applicable,Not Applicable,No,2013,To be determined,To be determined
INC2013-118,Release of Substance,07/29/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.865344,-109.026045,0.0001,Natural Gas Liquids,Gas,No,2013,Incorrect Operation,"Human Factors, Standards and Procedures"
INC2013-119,Release of Substance,08/03/2013,Cromer,Manitoba,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Provided,Natural Gas Liquids,Gas,No,2013,"Equipment Failure, External Interference",Maintenance
INC2013-120,Release of Substance,08/04/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.865344,-109.026045,0.0001,Natural Gas Liquids,Gas,No,2013,Equipment Failure,Maintenance
INC2013-123,Fire,08/17/2013,Taber,Alberta,NOVA Gas Transmission Ltd.,Closed,49.78485,-112.15107,Not Applicable,Not Applicable,Not Applicable,No,2013,To be determined,To be determined
INC2013-124,Release of Substance,08/20/2013,Not specified,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.27405,-66.02748,Not Provided,Natural Gas - Sweet,Gas,No,2013,Defect and Deterioration,Maintenance
INC2013-125,Fire,08/21/2013,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.146303,-120.669169,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Natural or Environmental Forces
INC2013-126,Operation Beyond Design Limits,08/28/2013,Cromer,Manitoba,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-129,Operation Beyond Design Limits,09/06/2013,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,Not Applicable,Not Applicable,Not Applicable,No,2013,"Defect and Deterioration, External Interference",Maintenance
INC2013-131,Release of Substance,09/12/2013,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,54.09296,-116.62308,Not Provided,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,Engineering and Planning
INC2013-133,Release of Substance,09/16/2013,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.08577,-116.64156,Not Provided,Natural Gas - Sweet,Gas,No,2013,Defect and Deterioration,Engineering and Planning
INC2013-136,Release of Substance,09/22/2013,Strome,Alberta,Enbridge Pipelines Inc.,Closed,52.930153,-112.073468,Not Provided,Natural Gas Liquids,Gas,No,2013,Equipment Failure,Maintenance
INC2013-137,Release of Substance,09/23/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.6535,-122.68519,Not Provided,Natural Gas - Sweet,Gas,No,2013,External Interference,Maintenance
INC2013-139,Release of Substance,09/26/2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.26619,-114.60103,Not Provided,Natural Gas - Sweet,Gas,No,2013,"Corrosion and Cracking, Defect and Deterioration","Engineering and Planning, Maintenance"
INC2013-141,Release of Substance,09/28/2013,Smokey Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,53.97323,-112.22835,Not Provided,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Maintenance
INC2013-142,Release of Substance,10/06/2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.26395,-114.601007,Not Provided,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Maintenance
INC2013-146,Release of Substance,10/17/2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,56.514327,-113.679868,16500000.0000,Natural Gas - Sweet,Gas,Yes,2013,Defect and Deterioration,"Engineering and Planning, Failure in communication"
INC2013-147,Operation Beyond Design Limits,10/17/2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,56.51516,-113.65075,Not Applicable,Not Applicable,Not Applicable,No,2013,"Defect and Deterioration, Incorrect Operation, Natural Force Damage","Engineering and Planning, Failure in communication"
INC2013-148,Release of Substance,10/20/2013,Gadsby,Alberta,NOVA Gas Transmission Ltd.,Closed,52.3882,-112.2162,Not Provided,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,"Human Factors, Maintenance"
INC2013-150,Release of Substance,10/23/2013,Burstall,Saskatchewan,TransCanada PipeLines Limited,Closed,50.676806,-109.929667,Not Provided,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Engineering and Planning
INC2013-152,Release of Substance,10/29/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,5.7000,Natural Gas - Sweet,Gas,No,2013,Defect and Deterioration,Maintenance
INC2013-153,Fire,10/31/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Not Applicable,Not Applicable,Not Applicable,No,2013,Incorrect Operation,Inadequate Supervision
INC2013-154,Release of Substance,11/02/2013,Vermilion Bay,Ontario,TransCanada PipeLines Limited,Closed,49.82512,-93.627265,Not Provided,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Maintenance
INC2013-155,Release of Substance,11/16/2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,500.0000,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,Maintenance
INC2013-157,Release of Substance,11/21/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,0.0001,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,Maintenance
INC2013-158,Fire,11/22/2013,Saint Leon,Manitoba,Enbridge Pipelines Inc.,Closed,49.362856,-98.590633,Not Applicable,Not Applicable,Not Applicable,No,2013,Defect and Deterioration,Standards and Procedures
INC2013-159,Operation Beyond Design Limits,11/22/2013,Fort Saskatchewan,Alberta,Cochin Pipe Lines Ltd.,Closed,53.700716,-113.209466,Not Applicable,Not Applicable,Not Applicable,No,2013,Incorrect Operation,"Engineering and Planning, Maintenance"
INC2013-160,Release of Substance,11/24/2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,Not Provided,Natural Gas - Sour,Gas,Yes,2013,Corrosion and Cracking,Maintenance
INC2013-161,Release of Substance,11/25/2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.307156,-113.511011,2.2500,Crude Oil - Sweet,Liquid,No,2013,Incorrect Operation,"Human Factors, Standards and Procedures"
INC2013-162,Release of Substance,11/27/2013,Boyle,Alberta,NOVA Gas Transmission Ltd.,Closed,54.50936,-112.64735,4300000.0000,Natural Gas - Sweet,Gas,Yes,2013,Corrosion and Cracking,Maintenance
INC2013-164,Release of Substance,12/01/2013,Sherwood Park,Alberta,Trans Mountain Pipeline ULC,Closed,53.544543,-113.360195,12.0000,Crude Oil - Sweet,Liquid,Yes,2013,External Interference,"Engineering and Planning, Failure in communication, Human Factors, Standards and Procedures"
INC2013-165,Operation Beyond Design Limits,12/02/2013,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.477608,-104.569525,Not Applicable,Not Applicable,Not Applicable,No,2013,Incorrect Operation,Maintenance
INC2013-167,Fire,12/05/2013,Monchy,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Closed,49.017155,-107.831853,Not Applicable,Not Applicable,Not Applicable,No,2013,"Equipment Failure, External Interference, Incorrect Operation",Maintenance
INC2013-168,Release of Substance,12/05/2013,Dryden,Ontario,TransCanada PipeLines Limited,Closed,49.7951,-92.762674,0.0170,Natural Gas - Sweet,Gas,No,2013,"Corrosion and Cracking, Incorrect Operation",Maintenance
INC2013-169,Release of Substance,12/09/2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.112702,-64.714397,0.3000,Natural Gas - Sweet,Gas,No,2013,Equipment Failure,Maintenance
INC2013-170,Release of Substance,12/11/2013,Goldboro,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.182385,-61.652361,2000.0000,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,Maintenance
INC2013-175,Release of Substance,12/16/2013,Elko,British Columbia,Foothills Pipe Lines Ltd.,Closed,49.28487,-115.17704,1500.0000,Natural Gas - Sweet,Gas,No,2013,Corrosion and Cracking,"Engineering and Planning, Maintenance"
INC2013-177,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-178,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-179,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-180,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-181,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-182,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-183,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-184,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-185,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-186,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-187,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-188,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-189,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-190,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-191,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-192,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-193,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-194,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-195,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-196,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-197,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-198,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-199,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-200,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-201,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-202,Operation Beyond Design Limits,07/25/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2013-203,Operation Beyond Design Limits,07/25/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Not Applicable,Not Applicable,Not Applicable,No,2013,External Interference,Engineering and Planning
INC2014-003,Release of Substance,01/08/2014,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.112702,-64.714397,Not Provided,Natural Gas - Sweet,Gas,No,2014,Equipment Failure,Maintenance
INC2014-004,Release of Substance,01/09/2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,0.3000,Hydrogen Sulphide,Miscellaneous,Yes,2014,Corrosion and Cracking,Maintenance
INC2014-006,"Fire, Release of Substance",01/11/2014,Ile des Chênes,Manitoba,TransCanada PipeLines Limited,Closed,49.716512,-96.976655,2.0000,Lube Oil,Liquid,No,2014,Equipment Failure,Maintenance
INC2014-007,Release of Substance,01/11/2014,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.793058,-120.52672,1.7800,Propane,Gas,No,2014,Incorrect Operation,Standards and Procedures
INC2014-008,Release of Substance,01/12/2014,Bowden,Alberta,NOVA Gas Transmission Ltd.,Closed,51.911918,-113.664358,1.0000,Natural Gas - Sweet,Gas,No,2014,"External Interference, Incorrect Operation",Standards and Procedures
INC2014-012,Fire,01/15/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5474,-113.35582,Not Applicable,Not Applicable,Not Applicable,No,2014,Defect and Deterioration,"Engineering and Planning, Human Factors, Maintenance, Standards and Procedures"
